City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,Urzhar,47.093,81.6294,-1.87,98,100,1.87,KZ,1703876254
275,Port Saint John's,-31.6229,29.5448,21.72,80,14,7.56,ZA,1703876255
276,Salamanca,40.8333,-6.0,7.22,77,64,1.89,ES,1703876255
277,Kharan,28.5833,65.4167,15.39,20,0,2.2,PK,1703876255
278,Puyang Chengguanzhen,35.7028,115.0053,-1.87,95,0,0.86,CN,1703876256
279,Skellefteå,64.7507,20.9528,-4.8,100,100,4.63,SE,1703876256
280,Obo,5.3998,26.4869,25.85,34,99,1.56,CF,1703876256
281,Danielskuil,-28.1887,23.5395,19.74,64,100,6.49,ZA,1703876257
282,Queenstown,-31.8976,26.8753,17.77,86,100,0.36,ZA,1703875970
283,Butembo,0.15,29.2833,16.4,82,97,0.95,CD,1703876119
284,Ghormach,35.7306,63.7826,3.51,80,100,6.15,AF,1703876258
285,Dalbandin,28.8947,64.4101,14.9,22,0,2.13,PK,1703876258
286,Jacmel,18.2342,-72.5347,30.91,77,99,2.12,HT,1703876259
287,Satun,6.8333,100.0,27.0,86,30,2.78,TH,1703876259
288,Mount Gambier,-37.8333,140.7667,12.74,82,100,3.48,AU,1703876259
289,Nemuro,43.3236,145.575,-1.44,75,53,5.24,JP,1703876259
290,Twin Falls,42.3505,-114.6445,2.73,80,0,5.66,US,1703876260
291,Arauca,7.0847,-70.7591,30.98,66,40,1.54,CO,1703876127
292,Pechory,57.8164,27.6119,1.7,98,100,3.78,RU,1703876261
293,Aykhal,66.0,111.5,-28.87,96,100,3.71,RU,1703876261
294,Manokwari,-0.8667,134.0833,26.0,85,100,1.36,ID,1703876261
295,Polyarny,69.1989,33.4478,-17.32,100,92,2.66,RU,1703876026
296,Turbat,26.0023,63.044,20.88,51,5,1.89,PK,1703876262
297,Uturoa,-16.7333,-151.4333,27.5,81,100,4.1,PF,1703876263
298,Praia Grande,-24.0058,-46.4028,38.08,46,0,1.54,BR,1703876263
299,Motygino,58.1831,94.7592,-14.01,99,100,2.24,RU,1703876263
300,Krasnyy Chikoy,50.3643,108.7512,-12.63,98,100,0.94,RU,1703876264
301,Lagi,10.6667,107.7833,24.14,89,21,4.19,VN,1703876264
302,Morant Bay,17.8815,-76.4093,30.95,72,49,1.91,JM,1703876265
303,Flin Flon,54.7682,-101.865,-6.09,79,40,7.2,CA,1703876265
304,Naryan-Mar,67.6713,53.087,-16.05,97,80,4.02,RU,1703876266
305,Sampacho,-33.3839,-64.7221,29.99,20,0,5.82,AR,1703876266
306,Iskateley,67.6803,53.1512,-16.1,97,84,4.02,RU,1703876266
307,Cole Harbour,44.6724,-63.4751,3.87,95,100,2.24,CA,1703876267
308,Itacaré,-14.2775,-38.9967,28.13,65,53,3.25,BR,1703876267
309,Tegueste,28.5167,-16.3167,19.79,35,0,1.54,ES,1703876267
310,Mpongwe,-13.5091,28.155,19.69,84,100,1.04,ZM,1703876268
311,Nizhniy Ingash,56.2,96.53,-10.32,96,100,1.66,RU,1703876268
312,Inza,53.8533,46.3586,-3.47,97,100,2.69,RU,1703876268
313,Rūdbār,30.15,62.6,11.79,51,48,4.81,AF,1703876269
314,Talakan,50.3167,130.3667,-27.32,100,84,0.83,RU,1703876269
315,Correntina,-13.3433,-44.6367,32.94,37,100,2.82,BR,1703876270
316,Duekoué,6.7472,-7.3496,26.4,26,0,0.56,CI,1703876270
317,Champerico,14.3,-91.9167,33.3,64,37,3.29,GT,1703876271
318,Humahuaca,-23.2054,-65.3505,18.48,65,100,4.16,AR,1703876271
319,Hithadhoo,-0.6,73.0833,25.67,87,100,3.32,MV,1703876272
320,Bamboo Flat,11.7,92.7167,28.05,78,20,3.09,IN,1703876272
321,Hailey,43.5196,-114.3153,7.11,66,1,1.34,US,1703876272
322,Al Jawf,29.5,38.75,13.19,74,100,5.69,SA,1703876273
323,Burang,30.25,81.1667,-5.96,50,0,1.29,CN,1703876273
324,Ouésso,1.6136,16.0517,26.53,35,0,0.99,CG,1703876273
325,Salinópolis,-0.6136,-47.3561,28.94,73,100,4.29,BR,1703876274
326,Okhotsk,59.3833,143.3,-29.79,85,81,5.32,RU,1703876274
327,Xapuri,-10.6517,-68.5044,32.63,50,99,2.63,BR,1703876274
328,Smithers,54.7804,-127.1743,1.18,100,100,0.0,CA,1703876275
329,Pauls Valley,34.7401,-97.2223,9.17,53,0,5.14,US,1703876275
330,Carnarvon,-24.8667,113.6333,21.95,76,55,5.27,AU,1703876275
331,Akureyri,65.6835,-18.0878,-13.04,92,75,1.54,IS,1703876276
332,Meridian,43.6121,-116.3915,6.86,70,0,5.66,US,1703875989
333,Daru,-9.0763,143.2092,26.87,85,87,3.28,PG,1703876277
334,Mahon,39.8885,4.2658,15.31,94,75,2.57,ES,1703876277
335,Luleå,65.5842,22.1547,-8.96,92,100,2.57,SE,1703876277
336,Rohini,28.7162,77.1171,13.07,94,28,1.03,IN,1703876278
337,Kyzyl-Mazhalyk,51.1333,90.6,-17.27,96,100,0.89,RU,1703876278
338,Coquimbo,-29.9533,-71.3436,20.85,68,20,6.69,CL,1703875990
339,Brisas de Zicatela,15.8369,-97.0419,28.49,62,0,3.93,MX,1703876278
340,Antigonish,45.6169,-61.9986,2.3,95,100,1.79,CA,1703876279
341,Marabu,4.4148,114.0089,27.08,94,40,1.03,MY,1703876279
342,Taulaga,-11.0553,-171.0883,28.6,74,100,3.38,AS,1703876280
343,Aïn Kercha,35.9247,6.6953,10.21,45,100,0.41,DZ,1703876280
344,Khiva,41.3783,60.3639,-1.01,54,7,4.28,UZ,1703876281
345,Puerto Colombia,10.9878,-74.9547,32.05,76,100,8.5,CO,1703876281
346,Roanoke,37.271,-79.9414,6.95,71,100,3.6,US,1703876281
347,Nyurba,63.2842,118.3319,-46.34,100,79,1.37,RU,1703876282
348,Mammoth Lakes,37.6485,-118.9721,8.22,48,40,0.0,US,1703876282
349,Tual,-5.6667,132.75,28.32,73,100,1.44,ID,1703876283
350,Del Rio,29.3627,-100.8968,16.8,43,0,3.09,US,1703876042
351,Kalajoki,64.25,23.95,-6.72,93,100,3.8,FI,1703876283
352,Mukalla,14.5425,49.1242,23.72,77,89,1.92,YE,1703876284
353,Xinyuan,37.3,99.0,-11.3,41,0,3.15,CN,1703876284
354,Kailua-Kona,19.6406,-155.9956,23.61,80,75,3.09,US,1703876002
355,Gornopravdinsk,60.05,69.9,-1.3,97,100,3.77,RU,1703876285
356,Grand Falls-Windsor,48.9332,-55.6649,-3.61,79,100,2.24,CA,1703876285
357,Kralendijk,12.15,-68.2667,30.99,70,75,6.69,BQ,1703876104
358,Garoua Boulaï,5.8833,14.55,21.92,27,0,1.88,CM,1703876286
359,Bardai,11.65,7.2333,21.05,21,26,3.85,NG,1703876286
360,Lobujya,27.95,86.8167,-15.42,37,0,1.9,NP,1703876287
361,Tharangambadi,11.0319,79.8528,25.0,86,86,5.36,IN,1703876287
362,Altamont,42.2068,-121.7372,12.1,66,0,6.17,US,1703876287
363,Saint-Louis,16.3333,-15.0,34.8,10,39,4.14,SN,1703876288
364,Santa Marinella,42.0345,11.8536,13.17,80,97,2.06,IT,1703876288
365,Fort Bragg,35.139,-79.006,13.91,53,40,7.72,US,1703876095
366,Fortuna,40.5982,-124.1573,14.64,92,75,6.69,US,1703876289
367,Bereket,39.2446,55.5154,5.56,42,0,3.45,TM,1703876289
368,Piton Saint-Leu,-21.2196,55.3151,25.06,69,100,7.2,RE,1703876290
369,Puerto Deseado,-47.7503,-65.8938,13.31,52,100,9.24,AR,1703876290
370,Santiago del Torno,-17.9833,-63.3833,34.42,38,100,6.27,BO,1703876290
371,San Fernando de Monte Cristi,19.8667,-71.65,27.16,65,46,3.89,DO,1703876291
372,Bijie,27.3125,105.2942,3.4,91,1,1.8,CN,1703876291
373,Callao,-12.0667,-77.15,26.16,65,20,6.17,PE,1703876032
374,Puerto Quijarro,-17.7833,-57.7667,41.38,24,94,3.54,BO,1703876291
375,Kalmunai,7.4167,81.8167,25.15,88,93,1.92,LK,1703876292
376,Bowen,-20.0167,148.2333,27.06,81,8,4.05,AU,1703876292
377,Heyuan,23.7333,114.6833,18.62,66,97,0.69,CN,1703876293
378,Kulhudhuffushi,6.6221,73.07,27.95,78,100,8.35,MV,1703876293
379,Scottburgh,-30.2867,30.7532,21.32,82,32,6.31,ZA,1703876293
380,Jalai Nur,49.45,117.7,-24.4,100,100,1.84,CN,1703876294
381,Valparaíso,-33.0393,-71.6273,24.13,60,0,5.14,CL,1703876294
382,Aracoiaba,-4.3711,-38.8142,34.61,34,90,4.24,BR,1703876295
383,Kill Devil Hills,36.0307,-75.676,15.0,58,0,4.63,US,1703876295
384,Koné,-21.0595,164.8658,24.0,83,5,1.43,NC,1703876296
385,Oamaru,-45.0784,170.9801,15.77,93,99,7.06,NZ,1703876296
386,Waddān,29.1614,16.139,14.18,49,98,4.39,LY,1703876296
387,Richmond,37.5538,-77.4603,13.41,62,20,2.06,US,1703876159
388,Chaiya,9.3862,99.1986,26.1,86,9,1.51,TH,1703876297
389,Vilyuchinsk,52.9306,158.4028,-11.71,73,98,4.7,RU,1703876297
390,Mandalgovi,45.7625,106.2708,-11.41,89,30,7.87,MN,1703876298
391,Vernon,50.2581,-119.2691,5.16,91,100,0.51,CA,1703876298
392,Lenti,46.624,16.5386,5.53,87,100,2.1,HU,1703876298
393,Greymouth,-42.4667,171.2,16.1,94,34,4.34,NZ,1703876299
394,Kuta,-8.7233,115.1723,28.97,83,40,3.13,ID,1703876300
395,Ardatov,55.2421,43.097,-5.08,99,84,2.0,RU,1703876300
396,Passa Quatro,-22.3903,-44.9667,31.58,40,42,2.03,BR,1703876301
397,Mount Isa,-20.7333,139.5,24.87,61,0,0.0,AU,1703876302
398,Karkira,36.9292,6.5856,13.1,69,100,1.26,DZ,1703876302
399,Bel Ombre,-4.6167,55.4167,27.91,83,40,3.09,SC,1703876303
400,Papao,-17.75,-149.55,28.82,78,100,0.83,PF,1703876303
401,Srikakulam,18.3,83.9,19.54,83,73,2.0,IN,1703876303
402,Ceelbuur,4.685,46.6176,26.2,59,90,8.54,SO,1703876304
403,Ilhabela,-23.7781,-45.3581,29.48,62,52,1.47,BR,1703876035
404,Radomsko,51.0671,19.4448,8.45,73,100,7.23,PL,1703876305
405,Chernyshevskiy,63.0128,112.4714,-42.08,100,98,0.7,RU,1703876305
406,Howrah,22.5892,88.3103,19.0,82,1,0.0,IN,1703876305
407,Templin,53.1186,13.5022,10.64,83,100,6.67,DE,1703876306
408,Province of Mantua,45.1667,10.7833,8.94,89,100,0.45,IT,1703876306
409,Cibitoke Province,-2.8833,29.25,17.14,92,54,1.69,BI,1703876306
410,Island Harbour,50.724,-1.2758,9.56,82,14,2.68,GB,1703876307
411,Klaksvík,62.2266,-6.589,1.51,79,100,11.34,FO,1703876307
412,Chos Malal,-37.3781,-70.2709,29.37,13,0,2.77,AR,1703876308
413,Hadibu,12.65,54.0333,24.51,73,10,4.05,YE,1703876308
414,Shubarshi,48.5872,57.1869,-3.28,93,99,7.3,KZ,1703876308
415,Ugoofaaru,5.6667,73.0,27.69,78,100,8.99,MV,1703876309
416,Rémire-Montjoly,4.9167,-52.2667,31.02,70,75,6.17,GF,1703876309
417,Kanniyākumāri,8.0833,77.5667,26.1,84,100,9.96,IN,1703876309
418,New Norfolk,-42.7826,147.0587,11.72,72,27,4.25,AU,1703876310
419,Nova Viçosa,-17.8919,-39.3719,28.69,69,67,6.7,BR,1703876311
420,Whitefish,48.4111,-114.3376,-0.28,100,100,1.54,US,1703876296
421,Cuenca,-2.8833,-78.9833,22.07,49,75,2.57,EC,1703876311
422,Kasongo-Lunda,-6.4667,16.8167,21.79,99,100,0.74,CD,1703876312
423,Dedza,-14.3779,34.3332,16.47,89,64,1.48,MW,1703876312
424,Gniew,53.836,18.8231,9.21,81,100,7.41,PL,1703876312
425,Fort McMurray,56.7268,-111.381,-8.23,86,0,2.57,CA,1703876215
426,Ponta Delgada,37.7333,-25.6667,16.4,67,20,3.09,PT,1703876313
427,Galliano,29.4422,-90.2992,12.0,43,0,4.63,US,1703876313
428,Dili,-8.5586,125.5736,27.5,76,21,1.21,TL,1703876314
429,Northam,51.0333,-4.2167,9.03,87,24,7.77,GB,1703876314
430,Sorong,-0.8833,131.25,27.46,81,100,3.51,ID,1703876314
431,Mossamedes,-15.1961,12.1522,21.23,79,19,3.5,AO,1703876058
432,Ankleshwar,21.6,73.0,21.85,46,88,2.32,IN,1703876316
433,Puerto Santa,-8.9906,-78.6456,24.21,77,35,4.53,PE,1703876316
434,Qaisumah,28.3112,46.1273,15.98,82,75,4.12,SA,1703876316
435,Urangan,-25.3,152.9,26.78,90,11,4.02,AU,1703876317
436,Bealanana,-14.55,48.7333,20.91,94,100,1.46,MG,1703876317
437,Plettenberg Bay,-34.0527,23.3716,21.81,75,100,0.22,ZA,1703876055
438,Seynod,45.8855,6.0883,9.41,100,100,1.54,FR,1703876318
439,Taiyuan,37.8694,112.5603,-8.08,86,63,1.0,CN,1703876318
440,Puerto Lempira,15.2667,-83.7667,29.08,70,75,0.0,HN,1703876318
441,Celestún,20.8667,-90.4,23.03,63,100,7.29,MX,1703876319
442,Nema,57.5067,50.5011,-17.33,98,100,1.93,RU,1703876319
443,Sharlyk,52.9167,54.75,-7.02,93,100,5.96,RU,1703876319
444,Lüderitz,-26.6481,15.1594,17.94,82,0,1.87,NA,1703876320
445,Olyokminsk,60.3736,120.4264,-41.0,100,91,0.49,RU,1703876320
446,Oued el Abtal,35.456,0.6878,13.63,54,100,0.95,DZ,1703876320
447,Ar Ruţbah,33.0381,40.2848,10.94,72,4,1.62,IQ,1703876028
448,Beïnamar,8.6698,15.3813,26.13,20,88,2.02,TD,1703876321
449,Loukhi,66.0764,33.0381,-12.27,98,99,2.18,RU,1703876321
450,Montería,8.748,-75.8814,30.95,74,40,6.17,CO,1703876321
451,Camacupa,-12.0167,17.4833,17.94,91,93,1.7,AO,1703876322
452,Moussoro,13.6408,16.4901,23.42,18,0,4.33,TD,1703876049
453,Artigas,-30.4,-56.4667,26.87,70,44,4.62,UY,1703876322
454,Dossor,47.5272,52.9811,-0.16,95,100,9.3,KZ,1703876323
455,Verkh-Chebula,56.0308,87.6218,1.43,79,100,8.6,RU,1703876323
456,Volosovo,59.4333,29.4833,-3.65,99,100,1.76,RU,1703876324
457,San José de Feliciano,-30.3845,-58.7517,30.12,55,0,3.07,AR,1703876324
458,Mahanoro,-19.9,48.8,24.39,96,100,3.01,MG,1703876324
459,Toliara,-23.35,43.6667,25.8,83,100,3.24,MG,1703876325
460,Poronaysk,49.2167,143.1167,-19.29,93,100,2.56,RU,1703876325
461,Ghat,24.9647,10.1728,17.12,15,0,3.46,LY,1703876326
462,Edson,53.5835,-116.4356,-4.92,86,0,1.54,CA,1703876326
463,Iowa City,41.6611,-91.5302,1.75,85,100,5.14,US,1703876315
464,Tromsø,69.6496,18.957,-7.99,93,0,0.51,NO,1703876327
465,Toamasina,-18.1667,49.3833,27.0,89,75,2.06,MG,1703876327
466,Cadale,2.7603,46.3222,26.66,81,99,8.5,SO,1703876327
467,Harper,4.375,-7.7169,27.71,80,13,3.59,LR,1703876328
468,Manuguru,17.981,80.7547,18.4,83,61,1.04,IN,1703876328
469,Cambria,35.5641,-121.0808,18.09,100,100,1.79,US,1703876328
470,Pagar Alam,-4.0167,103.2667,20.88,98,99,0.51,ID,1703876329
471,Sault Ste. Marie,46.5168,-84.3333,3.9,60,0,3.6,CA,1703876056
472,Wasagu,11.3764,5.7954,23.22,17,86,1.63,NG,1703876330
473,Four Corners,28.3329,-81.6474,16.71,62,100,3.13,US,1703876334
474,Happy Valley-Goose Bay,53.3168,-60.3315,-8.83,67,75,0.0,CA,1703876334
475,Chibougamau,49.9168,-74.3659,-4.21,93,100,4.12,CA,1703876334
476,Muriti,-1.9833,32.9167,23.68,68,100,3.06,TZ,1703876335
477,Samarinda,-0.5,117.15,23.78,99,99,0.36,ID,1703876303
478,Andalusia,31.3085,-86.4833,10.92,59,40,5.66,US,1703876335
479,Dakhla,23.6848,-15.958,24.01,38,79,3.6,EH,1703876336
480,Argos,37.6333,22.7333,11.78,77,19,1.13,GR,1703876336
481,Extrema,-22.8547,-46.3183,32.26,35,76,2.75,BR,1703876336
482,Inhambane,-23.865,35.3833,23.99,94,75,4.63,MZ,1703876337
483,Puget-sur-Argens,43.45,6.6833,11.45,85,100,1.79,FR,1703876337
484,Mil’kovo,55.6078,37.7956,2.46,97,100,3.92,RU,1703876338
485,San Agustín de Valle Fértil,-30.6335,-67.4682,31.5,22,32,4.76,AR,1703876338
486,Shortandy,51.7006,70.9994,-9.59,88,100,11.76,KZ,1703876338
487,Marang,5.2056,103.2059,26.95,90,100,3.58,MY,1703876182
488,Lázaro Cárdenas,17.9583,-102.2,27.48,53,0,2.8,MX,1703876339
489,Olinda,-8.0089,-34.8553,28.85,65,40,4.12,BR,1703876339
490,Safi,32.1667,-8.8333,14.36,33,100,2.25,MA,1703876339
491,Okha,53.5739,142.9478,-22.92,95,87,8.25,RU,1703876340
492,North Bend,43.4065,-124.2243,13.84,94,100,6.17,US,1703876340
493,Keflavik,64.0049,-22.5624,-4.05,86,0,4.63,IS,1703876340
494,Mugia,43.1041,-9.2179,10.51,79,34,2.86,ES,1703876340
495,Meadow Lakes,61.6247,-149.6011,-12.11,84,35,1.06,US,1703876341
496,Gaspra,44.4333,34.1,9.49,75,62,4.06,UA,1703876341
497,Kaluzhskaya Oblast’,54.5,35.5,2.3,100,100,6.14,RU,1703876341
498,São João da Barra,-21.6403,-41.0511,31.05,81,100,6.65,BR,1703876177
499,Nantucket,41.2835,-70.0995,7.27,100,100,3.09,US,1703876202
500,Lamu,-2.2717,40.902,27.12,87,66,4.12,KE,1703876342
501,Spanish Wells,26.323,-81.7957,22.23,69,0,5.14,US,1703876342
502,Cidreira,-30.1811,-50.2056,24.85,76,100,8.4,BR,1703876343
503,Toropets,56.4978,31.6353,0.78,99,100,4.37,RU,1703876343
504,Kaplice,48.7385,14.4963,7.56,87,100,4.78,CZ,1703876344
505,Coron,11.9986,120.2043,25.12,85,7,0.57,PH,1703876344
506,Tsiombe,-25.3,45.4833,23.4,80,100,6.94,MG,1703876344
507,Guerrero Negro,27.9769,-114.0611,21.83,35,42,1.81,MX,1703876344
508,Penha,-26.7694,-48.6458,31.61,100,20,5.14,BR,1703876345
509,The Pas,53.8251,-101.2541,-6.99,86,40,3.6,CA,1703876345
510,Garden City,42.3256,-83.331,5.64,93,100,3.6,US,1703876058
511,Maceió,-9.6658,-35.7353,30.69,62,20,6.17,BR,1703876346
512,Holualoa,19.6228,-155.9522,22.1,80,75,3.09,US,1703876346
513,Beaufort West,-32.3567,22.583,23.26,56,100,5.05,ZA,1703876347
514,Prince Rupert,54.3161,-130.3201,13.05,67,100,13.38,CA,1703876347
515,Hassi Messaoud,31.6804,6.0729,12.92,71,0,2.06,DZ,1703876120
516,Palu,-0.8917,119.8707,24.6,96,100,1.3,ID,1703876347
517,Muisne,0.6,-80.0333,27.03,80,99,4.26,EC,1703876348
518,Neryungri,56.6709,124.6491,-37.01,100,82,1.13,RU,1703876348
519,Shetpe,44.1667,52.1167,1.29,78,61,6.62,KZ,1703876349
520,Quellón,-43.1167,-73.6167,16.2,60,7,5.37,CL,1703876349
521,Ishigaki,24.3448,124.1572,23.07,88,100,2.57,JP,1703876349
522,Ujae,8.9322,165.7642,27.69,81,100,6.08,MH,1703876350
523,Hilo,19.7297,-155.09,21.81,99,100,2.06,US,1703876350
524,Ceeldheer,3.8488,47.1806,25.88,78,100,8.29,SO,1703876350
525,Coxen Hole,16.3244,-86.5366,27.6,74,75,1.54,HN,1703876315
526,Zhaodong,46.0833,125.9833,-17.24,99,100,3.33,CN,1703876196
527,Arkhangelsk,64.5401,40.5433,-11.94,85,75,1.0,RU,1703876351
528,Ji’an,27.1172,114.9793,12.52,72,30,1.49,CN,1703876352
529,Balyqshy,47.0667,51.8667,2.0,80,75,10.0,KZ,1703876352
530,Lae,-6.7221,146.9847,24.92,80,26,2.73,PG,1703876353
531,Masterton,-40.9597,175.6575,17.71,77,96,5.17,NZ,1703876353
532,Glace Bay,46.1969,-59.957,1.65,94,100,8.75,CA,1703876353
533,Katsuura,35.1333,140.3,11.13,64,100,4.7,JP,1703876354
534,Seeb,23.6703,58.1891,22.25,78,0,1.36,OM,1703876354
535,Yanchep,-31.55,115.6833,20.53,60,5,8.22,AU,1703876354
536,Shanhaiguan,39.9988,119.7564,-3.14,89,100,2.82,CN,1703876355
537,Dolinsk,47.35,142.8,-9.04,90,99,2.36,RU,1703876355
538,Rzhev,56.2624,34.3282,1.28,100,100,5.08,RU,1703876355
539,Selfoss,63.9331,-20.9971,-4.42,95,100,2.26,IS,1703876356
540,Khabarovsk,48.4808,135.0928,-18.11,78,0,5.0,RU,1703876170
541,Carutapera,-1.195,-46.02,29.26,70,46,3.37,BR,1703876357
542,Verāval,20.9,70.3667,22.89,62,4,1.78,IN,1703876357
543,Tchin Tabaradèn,15.8969,5.7985,20.63,16,0,4.47,NE,1703876358
544,Mahina,-17.5065,-149.489,28.87,79,75,2.57,PF,1703876358
545,Shenjiamen,29.9576,122.298,12.04,87,5,3.89,CN,1703876358
546,Kapsan-ŭp,41.0903,128.2933,-10.67,93,100,0.39,KP,1703876359
547,Ventspils,57.3894,21.5606,5.96,100,100,7.2,LV,1703876178
548,Ouricuri,-7.8825,-40.0817,37.28,18,78,1.86,BR,1703876359
549,Pasni,25.2631,63.471,22.67,62,4,3.86,PK,1703876360
550,Monrovia,6.3005,-10.7969,30.87,77,0,4.69,LR,1703876360
551,Cavite City,14.4825,120.9169,26.23,86,20,1.54,PH,1703876361
552,Narimanov,46.6927,47.8498,4.97,60,91,8.15,RU,1703876361
